LINE,CNV_MYC_1,CNV_MYC_2,CNV_MYC_3,CNV_MYC_4,CNV_MYC_5,MYC_1,MYC_2,MYC_3,MYC_4,MYC_5,MIR17_1,MIR17_2,MIR17_3,MIR17_4,MIR17_5,MIR19A_1,MIR19A_2,MIR19A_3,MIR19A_4,MIR19A_5,MIR20A_1,MIR20A_2,MIR20A_3,MIR20A_4,MIR20A_5
940-1,1,2,3,4,5,84.564,168.452,251.679,334.262,416.215,1418.52,2798.33,4167.29,5525.65,6873.64,101.487,200.206,298.149,395.332,491.773,375.964,741.671,1104.5,1464.52,1821.79
941-1,1,2,3,4,5,26.2761,52.501,78.6749,104.798,130.871,264.519,511.759,758.519,1004.8,1250.61,11.9692,23.1565,34.322,45.466,56.5884,79.3955,153.605,227.67,301.591,375.37
942-1,1,2,3,4,5,34.2268,68.1711,101.84,135.239,168.376,825.617,1609.68,2387.37,3158.85,3924.26,25.6589,50.0264,74.1959,98.1722,121.96,307.153,598.846,888.17,1175.18,1459.94
943-1,1,2,3,4,5,10.8568,21.4764,31.8736,42.0619,52.0534,388.253,748.946,1102.09,1448.13,1787.49,23.4409,45.2178,66.5387,87.4313,107.92,165.452,319.159,469.648,617.113,761.73
944-1,1,2,3,4,5,19.3001,38.5462,57.7388,76.8783,95.9652,412.846,769.952,1126.06,1481.19,1835.34,9.40918,17.548,25.6642,33.7579,41.8294,125.359,233.793,341.925,449.758,557.295
945-1,1,2,3,4,5,20.1587,37.9824,54.1327,69.0076,82.8688,519.637,957.928,1355.07,1720.85,2061.71,14.2992,26.36,37.2884,47.3539,56.7334,142.383,262.477,371.296,471.523,564.918
946-1,1,2,3,4,5,16.7523,33.4981,50.2374,66.9701,83.6963,666.684,1303.2,1939.46,2575.48,3211.24,27.8764,54.4912,81.0956,107.69,134.273,188.082,367.651,547.151,726.58,905.94
947-1,1,2,3,4,5,23.8174,46.4281,67.9988,88.6611,108.521,1426.02,2685.43,3886.91,5037.78,6143.96,28.5437,53.7523,77.8014,100.838,122.979,482.913,909.403,1316.28,1706.01,2080.61
948-1,1,2,3,4,5,13.1624,26.042,38.6565,51.0215,63.1512,940.546,1843.25,2727.37,3594,4444.15,62.8706,123.212,182.311,240.24,297.068,354.276,694.298,1027.32,1353.75,1673.98
949-1,1,2,3,4,5,6.92449,10.2638,12.836,15.0079,16.923,400.886,581.721,721.018,838.632,942.341,37.2129,53.9993,66.9297,77.8476,87.4745,134.474,195.134,241.86,281.313,316.101
950-1,1,2,3,4,5,13.8569,27.7093,41.5574,55.4011,69.2405,166.538,289.605,412.633,535.622,658.572,6.49907,11.3017,16.1028,20.9024,25.7005,42.2439,73.461,104.668,135.865,167.053
951-1,1,2,3,4,5,42.6302,85.0811,127.355,169.454,211.38,520.329,1029.23,1536.01,2040.7,2543.31,28.5967,56.5655,84.4177,112.155,139.778,448.998,888.137,1325.44,1760.94,2194.65
952-1,1,2,3,4,5,19.1303,38.25,57.359,76.4575,95.5453,473.781,926.061,1378.09,1829.87,2281.39,17.8327,34.8561,51.8701,68.8746,85.8697,124.018,242.408,360.732,478.99,597.182
953-1,1,2,3,4,5,66.7069,133.329,199.866,266.318,332.686,337.071,659.638,981.795,1303.54,1624.88,10.6795,20.8995,31.1064,41.3005,51.4816,118.476,231.854,345.088,458.178,571.125
954-1,1,2,3,4,5,57.2659,114.531,171.795,229.058,286.32,223.683,439.552,655.417,871.279,1087.14,8.71495,17.1255,25.5358,33.9461,42.3562,95.8645,188.38,280.894,373.407,465.918
955-1,1,2,3,4,5,36.9949,73.9452,110.851,147.713,184.531,729.685,1406.02,2081.54,2756.25,3430.15,11.1933,21.5681,31.9305,42.2805,52.6181,190.479,367.03,543.369,719.497,895.414
956-1,1,2,3,4,5,11.4561,22.9119,34.3672,45.8221,57.2767,278.507,544.466,810.415,1076.36,1342.29,18.1277,35.4386,52.7489,70.0586,87.3678,125.246,244.849,364.448,484.043,603.634
957-1,1,2,3,4,5,24.0068,47.9879,71.9434,95.8735,119.778,327.874,631.337,934.477,1237.29,1539.79,22.1434,42.6382,63.1112,83.5623,103.992,96.1225,185.088,273.959,362.736,451.418
958-1,1,2,3,4,5,2.92473,5.5918,8.05928,10.3662,12.5404,149.951,255.769,353.667,445.197,531.459,6.39791,10.9128,15.0899,18.9951,22.6757,21.593,36.8308,50.9283,64.1086,76.5304
959-1,1,2,3,4,5,24.8086,48.4982,71.2077,93.0495,114.116,485.206,922.548,1341.8,1745.03,2133.95,11.8849,22.5974,32.8667,42.7437,52.2701,193.742,368.372,535.777,696.786,852.081
960-1,1,2,3,4,5,17.1837,34.3562,51.5175,68.6676,85.8066,847.481,1673.76,2499.5,3324.7,4149.37,32.1331,63.4623,94.7711,126.06,157.328,431.225,851.661,1271.82,1691.71,2111.33
961-1,1,2,3,4,5,29.6348,59.2691,88.9028,118.536,148.169,219.825,413.94,608.051,802.159,996.263,3.29572,6.20599,9.11621,12.0264,14.9365,81.7336,153.908,226.081,298.253,370.424
962-1,1,2,3,4,5,45.7425,89.9427,132.747,174.279,214.647,535.724,1046.77,1541.67,2021.86,2488.6,26.3259,51.439,75.7588,99.3561,122.292,467.424,913.312,1345.12,1764.09,2171.32
963-1,1,2,3,4,5,7.39445,14.7834,22.1669,29.5449,36.9175,264.191,471.639,678.933,886.074,1093.06,4.77957,8.53257,12.2828,16.0303,19.7749,58.4302,104.311,150.157,195.97,241.749
964-1,1,2,3,4,5,40.3085,79.7602,118.407,156.297,193.473,2205.88,4304.85,6361.01,8376.9,10354.8,71.5801,139.691,206.412,271.827,336.009,615.683,1201.52,1775.42,2338.07,2890.12
965-1,1,2,3,4,5,14.2172,28.4335,42.649,56.8636,71.0774,398.007,757.66,1117.29,1476.9,1836.49,17.2924,32.9183,48.5434,64.1675,79.7907,84.4773,160.814,237.146,313.473,389.796
966-1,1,2,3,4,5,17.4238,34.7937,52.1104,69.3743,86.5858,493.278,896.365,1298.22,1698.84,2098.25,16.2109,29.4578,42.6641,55.8301,68.9562,220.493,400.671,580.297,759.374,937.909
967-1,1,2,3,4,5,34.2579,68.3905,102.399,136.285,170.05,264.022,506.462,748.021,988.708,1228.53,13.5516,25.9953,38.3939,50.7478,63.0574,138.787,266.228,393.206,519.727,645.794
968-1,1,2,3,4,5,48.3311,96.6608,144.989,193.316,241.641,609.105,1177.34,1745.55,2313.74,2881.92,15.9128,30.7577,45.6022,60.4462,75.2898,213.055,411.813,610.565,809.311,1008.05
969-1,1,2,3,4,5,11.308,22.6159,33.9237,45.2314,56.539,246.276,439.769,633.26,826.749,1020.24,5.2361,9.34997,13.4638,17.5776,21.6913,97.5001,174.103,250.706,327.308,403.909
970-1,1,2,3,4,5,13.8934,27.7859,41.6775,55.5682,69.4581,340.727,669.599,998.45,1327.28,1656.09,25.4134,49.9425,74.4701,98.9962,123.521,128.243,252.024,375.797,499.563,623.32
971-1,1,2,3,4,5,23.7896,47.5725,71.3489,95.1187,118.882,254.546,492.97,731.328,969.619,1207.84,12.8019,24.7931,36.7808,48.7653,60.7464,125.459,242.972,360.452,477.9,595.315
972-1,1,2,3,4,5,7.48634,11.5106,14.6368,17.2856,19.6257,397.752,600.31,757.664,890.989,1008.77,27.5102,41.52,52.4033,61.6245,69.771,119.211,179.92,227.08,267.039,302.341
973-1,1,2,3,4,5,24.1359,48.2412,72.316,96.3605,120.375,479.485,937.585,1395.11,1852.05,2308.42,24.1941,47.3092,70.3951,93.4518,116.48,114.686,224.257,333.69,442.985,552.142
974-1,1,2,3,4,5,7.44767,14.8953,22.3427,29.7901,37.2374,468.933,863.324,1257.71,1652.09,2046.47,7.29979,13.4392,19.5785,25.7178,31.857,213.678,393.389,573.098,752.805,932.51
975-1,1,2,3,4,5,23.6515,47.0465,70.1932,93.0992,115.772,217.173,418.213,617.118,813.956,1008.79,10.7663,20.7329,30.5936,40.3519,50.0107,57.8306,111.365,164.331,216.747,268.629
976-1,1,2,3,4,5,21.5807,42.984,64.2143,85.2756,106.172,1153.85,2251.1,3339.49,4419.21,5490.48,58.2838,113.709,168.686,223.226,277.338,473.928,924.612,1371.65,1815.13,2255.14
977-1,1,2,3,4,5,30.9466,60.638,89.2156,116.796,143.477,869.69,1666.3,2433.02,3172.99,3888.82,32.1182,61.5374,89.8529,117.18,143.617,238.098,456.188,666.097,868.681,1064.66
978-1,1,2,3,4,5,30.104,60.2044,90.3011,120.394,150.484,1566.77,3094.85,4622.74,6150.44,7677.96,61.2833,121.053,180.815,240.57,300.318,412.535,814.881,1217.18,1619.43,2021.62
979-1,1,2,3,4,5,45.735,91.3559,136.864,182.259,227.542,712.437,1399.08,2084.02,2767.27,3448.84,13.4871,26.4859,39.4525,52.3871,65.2898,245.148,481.422,717.109,952.214,1186.74
980-1,1,2,3,4,5,9.68271,19.0902,28.2446,37.1654,45.8695,97.0926,173.037,246.938,318.954,389.22,3.23643,5.76791,8.2313,10.6318,12.9741,29.937,53.3533,76.1397,98.3446,120.01
981-1,1,2,3,4,5,19.6186,39.2367,58.8545,78.4718,98.0887,247.829,489.109,730.383,971.653,1212.92,8.70128,17.1726,25.6438,34.1148,42.5856,139.849,276.004,412.155,548.303,684.448
982-1,1,2,3,4,5,29.2393,55.0387,78.3855,99.8694,119.876,342.908,628.11,886.199,1123.69,1344.86,31.0076,56.7971,80.1349,101.611,121.609,143.181,262.268,370.033,469.199,561.546
983-1,1,2,3,4,5,39.7197,79.4291,119.128,158.817,198.496,907.095,1748.98,2590.65,3432.11,4273.34,9.42657,18.1755,26.9222,35.6666,44.4088,273.513,527.364,781.15,1034.87,1288.52
984-1,1,2,3,4,5,15.4946,30.9884,46.4816,61.974,77.4657,139.04,262.902,386.758,510.608,634.453,9.63043,18.2096,26.7883,35.3666,43.9446,52.9674,100.153,147.336,194.517,241.696
985-1,1,2,3,4,5,10.4941,20.9854,31.4739,41.9596,52.4424,324.411,619.377,914.262,1209.07,1503.8,23.0823,44.0695,65.0511,86.027,106.997,153.184,292.463,431.705,570.909,710.076
986-1,1,2,3,4,5,36.4385,72.8628,109.273,145.669,182.051,304.512,580.36,856.102,1131.74,1407.27,13.7993,26.2996,38.7952,51.2859,63.7717,167.33,318.91,470.431,621.894,773.298
987-1,1,2,3,4,5,16.446,32.4264,47.9786,63.1354,77.9253,403.608,774.889,1136.22,1488.37,1831.99,17.4146,33.4344,49.0249,64.219,79.0454,163.39,313.693,459.969,602.526,741.632
988-1,1,2,3,4,5,15.4956,30.8375,46.0302,61.078,75.9849,251.962,481.958,709.717,935.303,1158.78,12.87,24.618,36.2517,47.7745,59.1894,89.5463,171.286,252.231,332.404,411.826
989-1,1,2,3,4,5,42.7768,85.5493,128.317,171.081,213.84,995.094,1960.78,2926.36,3891.84,4857.23,52.9426,104.32,155.693,207.06,258.422,304.849,600.688,896.496,1192.27,1488.02
990-1,1,2,3,4,5,16.573,33.1398,49.7003,66.2546,82.8026,373.109,707.297,1041.36,1375.3,1709.11,8.53722,16.1839,23.8277,31.4686,39.1066,88.8508,168.433,247.986,327.508,407
991-1,1,2,3,4,5,5.48023,10.9604,16.4406,21.9207,27.4008,159.346,280.079,400.812,521.544,642.275,4.64014,8.1559,11.6716,15.1873,18.703,32.7801,57.6171,82.4539,107.29,132.127
992-1,1,2,3,4,5,18.5909,34.4623,48.5436,61.3309,73.1266,312.158,564.854,789.047,992.64,1180.44,31.2157,56.4853,78.9045,99.2638,118.044,112.681,203.899,284.827,358.319,426.112
993-1,1,2,3,4,5,33.8929,67.7854,101.678,135.569,169.461,249.019,473.515,698.009,922.501,1146.99,5.74489,10.924,16.1031,21.2822,26.4612,55.6813,105.879,156.077,206.274,256.47
994-1,1,2,3,4,5,18.1955,36.3903,54.5842,72.7773,90.9696,326.813,636.661,946.495,1256.32,1566.12,15.8909,30.9569,46.0222,61.0868,76.1508,100.143,195.087,290.027,384.963,479.895
995-1,1,2,3,4,5,26.2395,52.4783,78.7166,104.954,131.191,595.379,1144.6,1693.8,2242.99,2792.16,12.7779,24.565,36.3519,48.1384,59.9247,362.961,697.78,1032.59,1367.39,1702.19
996-1,1,2,3,4,5,16.1874,32.3743,48.5608,64.7468,80.9322,562.307,1110.86,1659.39,2207.91,2756.41,15.2396,30.1064,44.9727,59.8385,74.704,316.223,624.709,933.186,1241.65,1550.11
997-1,1,2,3,4,5,36.9073,73.8121,110.715,147.615,184.512,204.613,403.04,601.454,799.855,998.242,23.3843,46.0617,68.7375,91.4118,114.085,88.944,175.199,261.448,347.692,433.929
998-1,1,2,3,4,5,12.804,25.6044,38.4011,51.1942,63.9837,448.748,867.575,1286.28,1704.87,2123.34,29.2809,56.6094,83.9302,111.243,138.549,145.042,280.414,415.747,551.042,686.298
999-1,1,2,3,4,5,43.5952,87.1539,130.676,174.162,217.612,1736.53,3436.41,5134.87,6831.92,8527.55,130.911,259.059,387.1,515.035,642.863,608.149,1203.47,1798.28,2392.61,2986.43
1000-1,1,2,3,4,5,48.8131,97.6042,146.373,195.12,243.846,332.597,658.343,983.943,1309.4,1634.7,27.7165,54.8621,81.9954,109.117,136.225,151.375,299.631,447.821,595.944,744
1001-1,1,2,3,4,5,12.7356,25.4707,38.2053,50.9396,63.6734,493.76,931.951,1370.13,1808.29,2246.43,13.9809,26.3884,38.7954,51.202,63.6082,152.625,288.073,423.517,558.956,694.39
1002-1,1,2,3,4,5,42.2162,84.4322,126.648,168.863,211.079,177.061,280.738,384.414,488.089,591.763,4.76396,7.55345,10.3429,13.1324,15.9218,54.7857,86.8648,118.944,151.023,183.101
1003-1,1,2,3,4,5,5.76872,11.5249,17.2687,23.0001,28.7192,233.274,433.943,634.179,833.984,1033.36,9.46453,17.6062,25.7303,33.837,41.9262,80.1705,149.136,217.952,286.62,355.141
1004-1,1,2,3,4,5,18.3175,36.6326,54.9453,73.2554,91.5631,790.424,1562.6,2334.67,3106.64,3878.51,21.54,42.5826,63.6225,84.6595,105.694,522.266,1032.48,1542.62,2052.69,2562.69
1005-1,1,2,3,4,5,25.6111,51.2208,76.8291,102.436,128.041,239.492,459.227,678.949,898.659,1118.36,12.0955,23.1932,34.2902,45.3867,56.4825,135.47,259.764,384.051,508.331,632.605
1006-1,1,2,3,4,5,30.7206,54.3512,74.2924,91.8704,107.768,1380.53,2412.48,3283.31,4050.95,4745.18,7.23533,12.6438,17.2078,21.231,24.8694,283.764,495.88,674.878,832.664,975.361
1007-1,1,2,3,4,5,13.5415,27.0825,40.6229,54.1627,67.702,323.574,629.597,935.608,1241.61,1547.59,20.2919,39.4831,58.6736,77.8633,97.0522,126.687,246.502,366.312,486.118,605.918
1008-1,1,2,3,4,5,46.3172,91.8195,136.548,180.542,223.835,457.75,894.533,1323.89,1746.19,2161.77,30.9857,60.552,89.6157,118.202,146.333,126.579,247.361,366.089,482.865,597.783
1009-1,1,2,3,4,5,57.0455,113.873,170.486,226.885,283.074,1851.06,3663.91,5469.89,7269.07,9061.55,176.652,349.657,522.007,693.709,864.77,578.347,1144.76,1709.02,2271.16,2831.2
1010-1,1,2,3,4,5,20.772,41.5428,62.3124,83.0807,103.848,475.266,922.962,1370.63,1818.27,2265.89,32.0551,62.2506,92.4443,122.636,152.826,332.325,645.373,958.401,1271.41,1584.4
1011-1,1,2,3,4,5,17.6428,35.284,52.9236,70.5617,88.1981,345.521,661.765,977.98,1294.17,1610.33,37.6476,72.1052,106.56,141.011,175.459,215.846,413.403,610.942,808.463,1005.97
1012-1,1,2,3,4,5,33.3334,66.6659,99.9974,133.328,166.658,406.928,765.342,1123.75,1482.14,1840.52,8.2159,15.4523,22.6885,29.9244,37.1602,81.6758,153.614,225.55,297.485,369.417
1013-1,1,2,3,4,5,30.2133,60.4253,90.6361,120.846,151.054,783.321,1502.46,2221.58,2940.66,3659.71,23.0788,44.2667,65.4537,86.6398,107.825,277.216,531.72,786.212,1040.69,1295.17
1014-1,1,2,3,4,5,5.30362,8.62438,11.2633,13.5214,15.5273,576.226,890.032,1139.41,1352.79,1542.35,36.9205,57.0271,73.0055,86.6774,98.8228,191.196,295.319,378.065,448.866,511.762
1015-1,1,2,3,4,5,5.4321,10.8642,16.2962,21.7281,27.16,82.2948,147.201,212.107,277.012,341.917,5.26302,9.41399,13.5649,17.7158,21.8667,15.9782,28.5802,41.1822,53.7841,66.3858
1016-1,1,2,3,4,5,19.8357,35.0123,47.792,59.0442,69.213,572.506,991.592,1344.49,1655.21,1936.01,115.951,200.829,272.302,335.232,392.103,222.238,384.921,521.912,642.528,751.53
1017-1,1,2,3,4,5,37.7476,75.4942,113.24,150.984,188.728,159.543,303.878,448.21,592.537,736.861,4.22071,8.03913,11.8574,15.6756,19.4937,59.0903,112.548,166.005,219.46,272.914
1018-1,1,2,3,4,5,20.5732,40.6526,60.2721,79.4621,98.2494,1097.36,2121.78,3122.74,4101.78,5060.28,59.5962,115.231,169.592,222.763,274.818,336.879,651.367,958.653,1259.21,1553.46
1019-1,1,2,3,4,5,4.62219,7.19227,9.19644,10.8973,12.4012,296.357,400.717,482.098,551.162,612.231,20.5146,27.7387,33.3722,38.1529,42.3803,98.1543,132.719,159.672,182.546,202.773
1020-1,1,2,3,4,5,22.2268,44.4529,66.6785,88.9034,111.128,320.997,621.887,922.769,1223.64,1524.51,14.4345,27.9648,41.4948,55.0244,68.5536,124.069,240.366,356.66,472.95,589.238
1021-1,1,2,3,4,5,31.0616,62.1178,93.1685,124.214,155.254,1096.19,2157.89,3219.41,4280.74,5341.88,46.6871,91.9054,137.116,182.318,227.513,450.882,887.58,1324.2,1760.74,2197.21
1022-1,1,2,3,4,5,13.4236,20.4796,25.9489,30.5787,34.6669,405.985,597.432,745.827,871.445,982.367,21.6738,31.8943,39.8165,46.5227,52.4443,132.156,194.476,242.782,283.673,319.78
1023-1,1,2,3,4,5,7.07073,12.0086,16.0386,19.5302,22.6547,598.492,993.493,1315.87,1595.18,1845.12,39.2455,65.1472,86.2869,104.602,120.992,241.359,400.654,530.663,643.303,744.097
1024-1,1,2,3,4,5,13.9978,27.8763,41.6385,55.2873,68.8255,190.458,363.854,535.797,706.323,875.467,15.9216,30.4168,44.7906,59.046,73.1857,76.9042,146.919,216.347,285.203,353.501
1025-1,1,2,3,4,5,40.3211,80.6393,120.955,161.267,201.577,332.051,652.54,973.008,1293.45,1613.87,32.9517,64.7561,96.5583,128.358,160.156,149.043,292.897,436.74,580.574,724.397
1026-1,1,2,3,4,5,19.0702,38.1295,57.1781,76.216,95.2431,344.692,659.575,974.279,1288.81,1603.16,12.1115,23.1755,34.2333,45.2849,56.3302,85.5073,163.62,241.688,319.712,397.692
1027-1,1,2,3,4,5,6.40344,12.8066,19.2096,25.6124,32.0149,326.561,610.404,894.235,1178.06,1461.87,13.329,24.9144,36.4994,48.084,59.6681,100.708,188.242,275.772,363.3,450.824
1028-1,1,2,3,4,5,15.3673,30.7341,46.1004,61.4661,76.8315,227.732,440.751,653.762,866.767,1079.76,16.8988,32.7058,48.5123,64.3182,80.1237,96.5645,186.89,277.212,367.532,457.849
1029-1,1,2,3,4,5,14.1754,28.3503,42.5247,56.6987,70.8721,449.816,863.513,1277.2,1690.86,2104.52,18.4863,35.4881,52.4894,69.4902,86.4903,175.943,337.759,499.569,661.373,823.172
1030-1,1,2,3,4,5,2.32263,4.64512,6.96747,9.28967,11.6117,343.57,600.079,856.572,1113.05,1369.51,40.42,70.5975,100.773,130.947,161.119,93.9167,164.035,234.148,304.258,374.363
1031-1,1,2,3,4,5,95.7481,189.98,282.766,374.171,464.254,3115.38,6135.03,9108.35,12037.4,14924.1,107.927,212.538,315.543,417.015,517.02,1053.64,2074.9,3080.49,4071.11,5047.4
1032-1,1,2,3,4,5,22.2746,44.5483,66.8211,89.093,111.364,614.634,1211.46,1808.26,2405.04,3001.79,16.4297,32.3833,48.3362,64.2885,80.2402,351.43,692.677,1033.91,1375.13,1716.34
1033-1,1,2,3,4,5,65.2593,130.438,195.535,260.552,325.488,603.809,1199.01,1793.47,2387.2,2980.2,39.0497,77.5427,115.988,154.386,192.736,513.228,1019.14,1524.42,2029.08,2533.12
1034-1,1,2,3,4,5,33.979,60.0395,82.0054,101.356,118.849,3110.12,5455.43,7432.24,9173.67,10747.9,126.133,221.248,301.418,372.043,435.888,1386.41,2431.88,3313.09,4089.37,4791.13
1035-1,1,2,3,4,5,19.9069,38.6152,56.3183,73.1628,89.2627,301.858,575.621,834.675,1081.17,1316.76,11.8882,22.6699,32.8723,42.5799,51.8584,204.167,389.331,564.548,731.266,890.613
1036-1,1,2,3,4,5,10.5115,18.3507,24.888,30.614,35.772,611.569,1001.36,1326.41,1611.13,1867.6,24.4969,40.1102,53.1304,64.5349,74.808,191.927,314.254,416.264,505.615,586.102
1037-1,1,2,3,4,5,9.08042,17.6741,25.8518,33.6688,41.1688,308.984,398.649,483.974,565.534,643.788,22.8359,29.4628,35.7688,41.7967,47.5802,108.121,139.497,169.355,197.895,225.278
1038-1,1,2,3,4,5,4.39833,8.45807,12.2471,15.8134,19.1921,138.067,254.147,362.488,464.457,561.063,7.51045,13.8248,19.7182,25.2651,30.5201,53.9503,99.3089,141.643,181.488,219.237
1039-1,1,2,3,4,5,9.39924,18.7968,28.1927,37.587,46.9796,135.33,244.922,354.495,464.048,573.583,6.36011,11.5106,16.6603,21.809,26.9568,43.1076,78.0169,112.92,147.817,182.708
1040-1,1,2,3,4,5,74.4364,143.591,208.45,269.726,327.956,1692.1,3254.31,4719.49,6103.74,7419.16,101.805,195.795,283.947,367.23,446.372,538.308,1035.3,1501.42,1941.79,2360.27
1041-1,1,2,3,4,5,20.7024,41.3871,62.0541,82.7036,103.336,264.767,513.203,761.428,1009.44,1257.24,13.3048,25.7891,38.2627,50.7257,63.1781,113.091,219.208,325.233,431.169,537.014
1042-1,1,2,3,4,5,18.4763,36.7087,54.7065,72.4787,90.0334,375.456,701.333,1023.02,1340.67,1654.43,1.13431,2.11883,3.09069,4.05036,4.99829,70.3268,131.367,191.622,251.121,309.893
1043-1,1,2,3,4,5,36.5675,73.0827,109.546,145.957,182.317,751.004,1422.08,2092.21,2761.38,3429.6,1.05183,1.99171,2.93026,3.86748,4.80336,175.655,332.615,489.352,645.867,802.159
1044-1,1,2,3,4,5,17.1843,34.2537,51.2105,68.057,84.7953,315.748,610.678,903.663,1194.74,1483.95,16.7789,32.4514,48.0206,63.4885,78.857,137.282,265.512,392.897,519.452,645.195
1045-1,1,2,3,4,5,65.4725,129.052,190.893,251.131,309.885,631.684,1228.29,1808.58,2373.84,2925.16,13.4014,26.0586,38.3698,50.3619,62.0585,193.526,376.305,554.087,727.262,896.169
1046-1,1,2,3,4,5,14.1997,28.3991,42.5982,56.7969,70.9954,364.729,714.884,1065.03,1415.17,1765.3,11.7167,22.9652,34.2135,45.4615,56.7093,99.9702,195.946,291.919,387.89,483.859
1047-1,1,2,3,4,5,26.1203,51.2974,75.6266,99.1884,122.051,761.922,1444.11,2103.33,2741.75,3361.23,22.4459,42.5429,61.9632,80.7708,99.0203,188.628,357.517,520.718,678.771,832.134
1048-1,1,2,3,4,5,30.3806,60.4063,90.0892,119.441,148.472,494.112,961.039,1422.64,1879.08,2330.54,15.0406,29.2538,43.3046,57.1986,70.941,167.861,326.485,483.299,638.363,791.734
1049-1,1,2,3,4,5,31.7409,63.4642,95.1697,126.858,158.528,3494.14,6958.33,10420.6,13880.9,17339.4,280.494,558.585,836.521,1114.3,1391.93,1141.07,2272.37,3403.03,4533.06,5662.47
1050-1,1,2,3,4,5,25.4011,50.7919,76.1725,101.543,126.903,629.212,1228.15,1826.84,2425.29,3023.49,30.6932,59.9095,89.1139,118.307,147.487,171.882,335.493,499.037,662.516,825.928
1051-1,1,2,3,4,5,41.4621,82.9153,124.36,165.795,207.222,628.359,1241.55,1854.61,2467.53,3080.33,27.6658,54.6638,81.6559,108.642,135.623,372.798,736.597,1100.32,1463.96,1827.53
1052-1,1,2,3,4,5,127.459,254.742,381.852,508.789,635.553,6142.71,12201.4,18251.9,24294.1,30328,683.758,1358.17,2031.65,2704.22,3375.88,2206.01,4381.87,6554.74,8724.66,10891.6
1053-1,1,2,3,4,5,12.9565,25.8991,38.8279,51.7428,64.644,540.082,1053.24,1565.85,2077.92,2589.44,18.3943,35.8718,53.3305,70.7706,88.1922,210.53,410.566,610.388,809.997,1009.39
1054-1,1,2,3,4,5,16.0694,32.1063,48.1108,64.0831,80.0235,347.776,617.447,886.575,1155.16,1423.21,32.3755,57.4799,82.5337,107.537,132.491,138.901,246.608,354.097,461.37,568.429
1055-1,1,2,3,4,5,15.9542,31.2231,45.8882,60.0159,73.6612,263.056,497.184,722.053,938.681,1147.91,29.5937,55.9331,81.2308,105.601,129.14,158.929,300.381,436.239,567.118,693.528
1056-1,1,2,3,4,5,64.0627,128.048,191.956,255.787,319.541,631.485,1228.84,1825.47,2421.38,3016.58,23.5568,45.8404,68.0971,90.327,112.53,561.232,1092.13,1622.38,2152,2680.98
1057-1,1,2,3,4,5,18.003,35.4763,52.4642,69.0049,85.1321,279.354,540.763,794.91,1042.37,1283.64,11.3435,21.9583,32.2783,42.3266,52.1237,111.403,215.65,317,415.684,511.9
1058-1,1,2,3,4,5,6.05891,12.1177,18.1764,24.2349,30.2934,253.572,457.317,661.058,864.796,1068.53,12.0229,21.6832,31.3434,41.0035,50.6633,121.65,219.396,317.14,414.882,512.622
1059-1,1,2,3,4,5,65.3998,130.183,194.367,257.968,321.002,1520.52,3007.44,4480.6,5940.38,7387.14,79.24,156.729,233.5,309.575,384.97,406.765,804.54,1198.63,1589.15,1976.18
1060-1,1,2,3,4,5,9.81312,19.6226,29.4286,39.231,49.0297,622.164,1193.93,1765.48,2336.83,2907.97,27.2271,52.2486,77.2609,102.264,127.258,285.631,548.124,810.521,1072.82,1335.03
1061-1,1,2,3,4,5,59.6638,119.324,178.98,238.631,298.279,49.4218,97.4283,145.431,193.432,241.428,34.3583,67.7327,101.105,134.475,167.842,125.021,246.462,367.895,489.32,610.736
1062-1,1,2,3,4,5,18.615,37.2259,55.8326,74.4352,93.0336,730.348,1429.07,2127.64,2826.06,3524.32,23.5661,46.1119,68.6527,91.1885,113.719,204.24,399.637,594.991,790.301,985.567
1063-1,1,2,3,4,5,20.1822,39.7849,58.8552,77.4343,95.5583,234.867,413.716,587.709,757.22,922.579,1.27126,2.23933,3.1811,4.09861,4.99365,68.9657,121.483,172.573,222.348,270.904
1064-1,1,2,3,4,5,47.986,92.6388,134.57,174.222,211.933,1613.84,3072,4441.27,5736.16,6967.62,28.6429,54.5229,78.8252,101.807,123.664,739.499,1407.67,2035.1,2628.45,3192.73
1065-1,1,2,3,4,5,6.21738,12.4347,18.652,24.8693,31.0865,181.213,317.516,453.817,590.117,726.417,4.63838,8.1272,11.616,15.1048,18.5935,53.0238,92.9065,132.789,172.671,212.553
1066-1,1,2,3,4,5,70.4543,140.895,211.323,281.737,352.138,1022.83,2038.22,3053.41,4068.41,5083.22,95.5526,190.41,285.249,380.07,474.874,363.099,723.556,1083.94,1444.26,1804.52
